,AssistorName,AssistorX,AssistorY,ScorerName,ScorerX,ScorerY,PassDefenderName,PassDefenderX,PassDefenderY,ShotDefenderName,ShotDefenderX,ShotDefenderY,TeamName,OtherTeamName,LocationScorer,LocationAssistor
3606,2757.0,31.170430000000003,16.622240000000005,2736.0,25.96878000000001,38.88314,201952.0,22.228539999999995,32.13019,2594.0,29.018469999999994,17.61731,,ATL,AboveTheBreak3,AboveTheBreak3
3607,201952.0,16.66809,32.295320000000004,2594.0,30.722340000000006,26.21825,2757.0,20.08342,28.39859,2757.0,25.61816,25.73627,ATL,MEM,AboveTheBreak3,Midrange2
3608,201143.0,30.15819,28.54287,200794.0,5.35238,34.20539,101123.0,23.83876,27.88709,202355.0,13.81776,28.77946,ATL,MIA,Corner2,AboveTheBreak3
3609,201143.0,11.45277,14.660329999999998,203471.0,29.66263,21.542820000000006,201609.0,15.95029,15.277020000000002,201609.0,23.36984,19.60837,ATL,MIA,AboveTheBreak3,Corner2
3610,2547.0,22.870829999999998,33.31653,101123.0,21.198449999999994,19.02696,201143.0,30.19404,18.97381,2594.0,35.34971999999998,30.407020000000006,MIA,ATL,Midrange2,Midrange2
3611,2547.0,27.461579999999998,19.93057,2548.0,21.255580000000023,34.246340000000004,201143.0,27.749679999999998,28.87095,2594.0,31.688330000000022,15.56875,MIA,ATL,Midrange2,Midrange2
3612,201609.0,27.936769999999996,15.387140000000002,2548.0,18.01719,27.08509,201143.0,28.444190000000006,32.52216,2594.0,35.47543,20.44381,MIA,ATL,Midrange2,AboveTheBreak3
3613,203471.0,32.76985,15.83286,2594.0,30.41025,27.81913,201609.0,24.60898,19.53473,2757.0,24.12897,29.34433,ATL,MIA,AboveTheBreak3,AboveTheBreak3
3614,201143.0,12.21302,2.55472,203471.0,2.58142,1.97724,2547.0,8.42913,9.62276,2547.0,6.76822,7.1261800000000015,ATL,MIA,Corner3,Corner2
3615,200794.0,10.97071,6.45648,2594.0,6.84921,3.00586,201609.0,11.95187,7.9193,201609.0,10.28044,7.944,ATL,MIA,Corner2,Corner2
3616,203468.0,22.207759999999993,29.17897,203486.0,5.1139399999999995,23.92238,201584.0,31.088969999999975,22.41688,201188.0,42.598209999999995,26.54563,POR,CHA,Paint,Midrange2
3617,202329.0,5.7529499999999985,43.57819,203486.0,13.599400000000003,28.619629999999994,201144.0,42.52909,4.69701,201188.0,38.229600000000005,20.83643,POR,MEM,Midrange2,Corner2
3618,203468.0,1.616029999999995,30.94398,203486.0,11.700409999999977,40.31799,201584.0,46.89519,19.26803,201188.0,39.73706,17.74745,POR,CHA,Corner2,Paint
3619,203081.0,34.15121999999999,27.97724,203086.0,16.044240000000002,28.57978,201144.0,22.04513,24.92024,201188.0,40.43318000000002,24.97799,POR,MEM,Midrange2,AboveTheBreak3
3620,203086.0,23.698549999999997,40.64371,203468.0,20.485640000000004,46.41701,201596.0,36.37795,7.01512,2216.0,34.04361,8.81955,POR,MIA,AboveTheBreak3,AboveTheBreak3
3621,202334.0,9.212649999999996,23.76717,201596.0,31.249630000000003,17.78389,2216.0,41.99356,26.14835,203468.0,20.66283,27.258940000000006,,MEM,AboveTheBreak3,Paint
